date_time,suit_count
2024-11-01T00:23:37,5890.8740234375
2024-11-01T00:26:43,58758.8916015625
2024-11-01T00:36:54,829070.7880859375
2024-11-01T00:45:50,33935.416015625
2024-11-01T00:48:49,168705.7275390625
2024-11-01T00:53:18,72035.48828125
2024-11-01T00:57:46,331172.875
2024-11-01T01:03:43,777687.7631835938
2024-11-01T01:12:39,26718.8974609375
2024-11-01T01:15:38,56765.8662109375
2024-11-01T01:21:35,300323.7578125
2024-11-01T01:24:33,396828.373046875
2024-11-01T01:29:01,823029.5903320312
2024-11-01T01:33:28,402367.11279296875
2024-11-01T01:40:53,1153107.3681640625
2024-11-01T01:45:21,2848505.046875
2024-11-01T01:51:17,1064783.8315429688
2024-11-01T01:55:44,4038717.0278320312
2024-11-01T02:01:40,658139.1743164062
2024-11-01T02:04:38,379989.3603515625
2024-11-01T02:15:02,40365210.92675781
